trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
830,False,"{'a': 0.45, 'e': 0.674875760071267}",25,0,0.47971059808690875,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
831,False,"{'a': 0.45, 'e': 0.6741374913852938}",20,0,-73.65013972834032,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
832,False,"{'a': 0.45, 'e': 0.6733985485618852}",20,9,7.089745347585166,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.45, 'e': 0.6726589323399843}",25,0,-83.0781956899429,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
834,False,"{'a': 0.45, 'e': 0.671918643459207}",30,0,-58.33363758465813,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
835,False,"{'a': 0.45, 'e': 0.6711776826598423}",20,0,-40.37155045117172,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
836,False,"{'a': 0.45, 'e': 0.6704360506828508}",20,0,-81.25758892438051,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
837,False,"{'a': 0.45, 'e': 0.6696937482698646}",25,0,-105.16934884156656,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
838,False,"{'a': 0.45, 'e': 0.6689507761631859}",25,14,-50.09910076399236,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
839,False,"{'a': 0.45, 'e': 0.6682071351057867}",20,0,1.501079024665996,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
840,False,"{'a': 0.45, 'e': 0.6674628258413081}",35,16,-46.66282886377171,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
841,False,"{'a': 0.45, 'e': 0.6667178491140593}",20,5,-12.18244488811964,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
842,False,"{'a': 0.45, 'e': 0.665972205669017}",20,0,-44.57206270278071,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
843,False,"{'a': 0.45, 'e': 0.6652258962518245}",25,8,-135.2102978203555,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 3}",1
844,False,"{'a': 0.45, 'e': 0.6644789216087912}",30,0,-97.16536431602601,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
845,False,"{'a': 0.45, 'e': 0.6637312824868916}",20,0,-22.125821304837878,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
846,False,"{'a': 0.45, 'e': 0.6629829796337648}",25,11,-68.88356578700544,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
847,False,"{'a': 0.45, 'e': 0.6622340137977137}",25,0,-80.91947557536969,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
848,False,"{'a': 0.45, 'e': 0.661484385727704}",25,8,-54.79455212252902,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
849,False,"{'a': 0.45, 'e': 0.6607340961733636}",30,0,-88.19684306609716,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
850,False,"{'a': 0.45, 'e': 0.6599831458849822}",30,2,-87.16052030527572,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 1}",1
851,False,"{'a': 0.45, 'e': 0.6592315356135099}",25,0,-39.733519469226785,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
852,False,"{'a': 0.45, 'e': 0.6584792661105568}",20,0,-56.050539577471845,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
853,False,"{'a': 0.45, 'e': 0.6577263381283925}",25,0,-77.60289065620755,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
854,False,"{'a': 0.45, 'e': 0.656972752419945}",20,1,20.537985860900044,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.45, 'e': 0.6562185097387998}",30,0,-163.55901366280725,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
856,False,"{'a': 0.45, 'e': 0.6554636108391995}",20,0,-127.81405614447645,"{0: 8, 1: 1, 2: 9, 3: 2, 4: 0}",0
857,False,"{'a': 0.45, 'e': 0.6547080564760429}",20,0,-52.67734155070285,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
858,False,"{'a': 0.45, 'e': 0.6539518474048844}",25,0,-98.34851416896741,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
859,False,"{'a': 0.45, 'e': 0.6531949843819331}",25,0,-119.55809258421486,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
860,False,"{'a': 0.45, 'e': 0.6524374681640519}",20,0,-48.85851784432087,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
861,False,"{'a': 0.45, 'e': 0.6516792995087568}",30,18,-0.28030876326107124,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.45, 'e': 0.6509204791742165}",20,0,-44.112279911723,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
863,False,"{'a': 0.45, 'e': 0.6501610079192512}",20,0,-104.16977822377362,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
864,False,"{'a': 0.45, 'e': 0.6494008865033323}",20,0,-36.16116841511012,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
865,False,"{'a': 0.45, 'e': 0.648640115686581}",30,18,-26.95394702102142,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
866,False,"{'a': 0.45, 'e': 0.647878696229768}",20,12,-11.167580921092025,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
867,False,"{'a': 0.45, 'e': 0.6471166288943128}",20,9,-82.88497286550255,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
868,False,"{'a': 0.45, 'e': 0.6463539144422825}",20,0,-27.153175421713645,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
869,False,"{'a': 0.45, 'e': 0.6455905536363918}",25,0,-87.51062318614052,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
870,False,"{'a': 0.45, 'e': 0.6448265472400012}",20,14,-7.480868384549176,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.45, 'e': 0.644061896017117}",25,0,-164.54351800634353,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
872,False,"{'a': 0.45, 'e': 0.6432966007323906}",25,2,-37.805236689276086,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 0}",1
873,False,"{'a': 0.45, 'e': 0.6425306621511171}",35,0,-41.904433657744086,"{0: 28, 1: 0, 2: 6, 3: 1, 4: 0}",0
874,False,"{'a': 0.45, 'e': 0.6417640810392349}",25,1,-57.109872871281475,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
875,False,"{'a': 0.45, 'e': 0.6409968581633251}",20,14,6.444496357607651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.45, 'e': 0.6402289942906106}",20,16,9.272314338181033,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.45, 'e': 0.6394604901889552}",30,2,-74.10312411459918,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 1}",1
878,False,"{'a': 0.45, 'e': 0.6386913466268629}",25,0,-36.13426820346025,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
879,False,"{'a': 0.45, 'e': 0.6379215643734771}",25,0,-96.19010010280122,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
880,False,"{'a': 0.45, 'e': 0.6371511441985802}",20,0,-93.08964446907657,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
881,False,"{'a': 0.45, 'e': 0.6363800868725922}",20,0,-54.3436835557255,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
882,False,"{'a': 0.45, 'e': 0.6356083931665703}",20,14,10.20780002025198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.45, 'e': 0.6348360638522081}",20,11,4.255156128381746,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.45, 'e': 0.6340630997018352}",25,0,-73.2497971419561,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
885,False,"{'a': 0.45, 'e': 0.6332895014884152}",20,0,-19.020448735994627,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
886,False,"{'a': 0.45, 'e': 0.6325152699855466}",20,13,10.77254346720284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.45, 'e': 0.6317404059674607}",20,8,-66.9439965112608,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
888,False,"{'a': 0.45, 'e': 0.6309649102090216}",25,5,-8.989164132122948,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
889,False,"{'a': 0.45, 'e': 0.6301887834857247}",20,0,-28.203489451257116,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
890,False,"{'a': 0.45, 'e': 0.6294120265736969}",25,0,-66.89708984474086,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
891,False,"{'a': 0.45, 'e': 0.628634640249695}",35,0,-141.47057507272035,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 3}",0
892,False,"{'a': 0.45, 'e': 0.6278566252911051}",20,0,-74.35650273636156,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
893,False,"{'a': 0.45, 'e': 0.6270779824759424}",20,0,-72.62148015494984,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
894,False,"{'a': 0.45, 'e': 0.6262987125828494}",25,0,-102.75679295885436,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
895,False,"{'a': 0.45, 'e': 0.625518816391096}",20,2,-44.978165471030906,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
896,False,"{'a': 0.45, 'e': 0.6247382946805784}",20,5,-1.785049645673338,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.45, 'e': 0.6239571482318181}",30,8,-51.088955159505296,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
898,False,"{'a': 0.45, 'e': 0.6231753778259617}",30,4,-109.20881965028204,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 2}",1
899,False,"{'a': 0.45, 'e': 0.6223929842447792}",25,0,-113.34122390519877,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
900,False,"{'a': 0.45, 'e': 0.6216099682706644}",30,20,13.782259104511512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.45, 'e': 0.6208263306866332}",30,10,-83.73336643986138,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
902,False,"{'a': 0.45, 'e': 0.620042072276323}",25,0,-89.6563569659027,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
903,False,"{'a': 0.45, 'e': 0.6192571938239922}",25,5,-74.63227195154965,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
904,False,"{'a': 0.45, 'e': 0.6184716961145192}",20,15,-2.114966645572135,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.45, 'e': 0.6176855799334016}",20,0,-39.57735524575213,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
906,False,"{'a': 0.45, 'e': 0.6168988460667556}",25,3,-53.21843322651441,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
907,False,"{'a': 0.45, 'e': 0.6161114953013148}",20,0,-3.207648157697494,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
908,False,"{'a': 0.45, 'e': 0.6153235284244302}",25,0,-52.60681066828367,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
909,False,"{'a': 0.45, 'e': 0.6145349462240683}",20,0,-129.1592257425034,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
910,False,"{'a': 0.45, 'e': 0.6137457494888116}",20,0,-17.08688474848014,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
911,False,"{'a': 0.45, 'e': 0.6129559390078564}",35,0,-68.55403955652521,"{0: 29, 1: 1, 2: 2, 3: 2, 4: 1}",0
912,False,"{'a': 0.45, 'e': 0.6121655155710133}",20,0,-37.135540999388205,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
913,False,"{'a': 0.45, 'e': 0.6113744799687056}",20,0,-125.90446149681344,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",1
914,False,"{'a': 0.45, 'e': 0.6105828329919689}",30,0,-112.58622832045583,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
915,False,"{'a': 0.45, 'e': 0.6097905754324501}",20,11,8.764725905953345,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.45, 'e': 0.6089977080824067}",20,0,2.1275810946812683,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
917,False,"{'a': 0.45, 'e': 0.608204231734706}",20,0,-44.36579533548703,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
918,False,"{'a': 0.45, 'e': 0.6074101471828242}",20,2,-61.03246674829086,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
919,False,"{'a': 0.45, 'e': 0.6066154552208458}",20,0,-120.2825533325072,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",1
920,False,"{'a': 0.45, 'e': 0.6058201566434628}",20,2,-58.434176031630955,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 0}",1
921,False,"{'a': 0.45, 'e': 0.6050242522459737}",35,0,-64.91758818137274,"{0: 25, 1: 1, 2: 9, 3: 0, 4: 0}",0
922,False,"{'a': 0.45, 'e': 0.6042277428242826}",30,8,-32.44854005757853,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 0}",1
923,False,"{'a': 0.45, 'e': 0.6034306291748992}",20,0,-71.75154443394749,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
924,False,"{'a': 0.45, 'e': 0.6026329120949367}",20,0,-84.57371591359576,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
925,False,"{'a': 0.45, 'e': 0.6018345923821126}",20,15,-2.5422507403865984,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.45, 'e': 0.6010356708347461}",30,12,-31.92310080244571,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
927,False,"{'a': 0.45, 'e': 0.6002361482517589}",25,0,-42.77917668922934,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
928,False,"{'a': 0.45, 'e': 0.5994360254326734}",25,0,-106.53676194885574,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
929,False,"{'a': 0.45, 'e': 0.5986353031776124}",25,0,-62.96071661284353,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
930,False,"{'a': 0.45, 'e': 0.5978339822872982}",25,0,-80.61255510095748,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
931,False,"{'a': 0.45, 'e': 0.5970320635630515}",20,0,-32.62606401351175,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
932,False,"{'a': 0.45, 'e': 0.596229547806791}",25,0,-99.56015499460167,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
933,False,"{'a': 0.45, 'e': 0.5954264358210324}",25,11,-39.75262300214433,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
934,False,"{'a': 0.45, 'e': 0.5946227284088875}",20,0,-18.06024112693552,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
935,False,"{'a': 0.45, 'e': 0.5938184263740639}",20,0,-49.5508370114731,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
936,False,"{'a': 0.45, 'e': 0.5930135305208633}",20,0,-19.52429392593781,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
937,False,"{'a': 0.45, 'e': 0.5922080416541816}",20,6,-13.015201133727265,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
938,False,"{'a': 0.45, 'e': 0.5914019605795077}",20,0,-67.18950460728178,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
939,False,"{'a': 0.45, 'e': 0.5905952881029224}",20,0,-143.45748926575138,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
940,False,"{'a': 0.45, 'e': 0.5897880250310982}",20,5,-1.1246577844970476,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
941,False,"{'a': 0.45, 'e': 0.5889801721712982}",25,0,-96.51755118505086,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
942,False,"{'a': 0.45, 'e': 0.588171730331375}",25,9,22.179245116291344,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.45, 'e': 0.5873627003197706}",30,0,-139.87396537273875,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
944,False,"{'a': 0.45, 'e': 0.5865530829455147}",20,0,-29.154123117098933,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
945,False,"{'a': 0.45, 'e': 0.5857428790182249}",20,4,-152.0803244413518,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 3}",1
946,False,"{'a': 0.45, 'e': 0.5849320893481047}",20,11,4.654863684377364,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.45, 'e': 0.5841207147459441}",25,9,-5.512588270358578,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
948,False,"{'a': 0.45, 'e': 0.5833087560231173}",20,13,-11.393579357080489,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
949,False,"{'a': 0.45, 'e': 0.582496213991583}",25,13,-11.483934752717925,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
950,False,"{'a': 0.45, 'e': 0.5816830894638835}",25,10,12.89027914199628,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.45, 'e': 0.5808693832531429}",20,0,-80.34349548439198,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
952,False,"{'a': 0.45, 'e': 0.5800550961730674}",25,7,-37.54479243043807,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
953,False,"{'a': 0.45, 'e': 0.579240229037944}",20,0,-28.205527051607746,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
954,False,"{'a': 0.45, 'e': 0.57842478266264}",20,10,-22.366534609008735,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
955,False,"{'a': 0.45, 'e': 0.5776087578626015}",20,0,-74.27988668131425,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
956,False,"{'a': 0.45, 'e': 0.5767921554538531}",20,10,-58.26659147133891,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
957,False,"{'a': 0.45, 'e': 0.5759749762529975}",20,13,11.796400027161724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.45, 'e': 0.5751572210772136}",20,8,-24.051581569976648,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
959,False,"{'a': 0.45, 'e': 0.5743388907442566}",20,0,-28.209322201356883,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
960,False,"{'a': 0.45, 'e': 0.5735199860724567}",20,3,-79.85100056811099,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
961,False,"{'a': 0.45, 'e': 0.5727005078807185}",20,0,0.40430938299406627,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
962,False,"{'a': 0.45, 'e': 0.5718804569885201}",20,13,13.100185815716404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.45, 'e': 0.5710598342159123}",20,0,-22.43576795116005,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
964,False,"{'a': 0.45, 'e': 0.570238640383518}",25,18,2.3298732291816076,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.45, 'e': 0.5694168763125309}",20,5,-47.34842763262357,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
966,False,"{'a': 0.45, 'e': 0.5685945428247148}",30,0,-245.56557408946406,"{0: 16, 1: 2, 2: 5, 3: 4, 4: 3}",0
967,False,"{'a': 0.45, 'e': 0.5677716407424033}",25,14,8.568025815430655,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
968,False,"{'a': 0.45, 'e': 0.5669481708884984}",25,0,-108.66510034983268,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
969,False,"{'a': 0.45, 'e': 0.5661241340864698}",25,0,-67.10375480794,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
970,False,"{'a': 0.45, 'e': 0.5652995311603544}",35,13,-128.63853721789428,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 3}",1
971,False,"{'a': 0.45, 'e': 0.5644743629347548}",25,7,-41.123202801481725,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
972,False,"{'a': 0.45, 'e': 0.5636486302348394}",25,0,-42.851341527077125,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",1
973,False,"{'a': 0.45, 'e': 0.5628223338863407}",30,3,-111.27971300429078,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 1}",1
974,False,"{'a': 0.45, 'e': 0.561995474715555}",20,0,-35.4251736514351,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
975,False,"{'a': 0.45, 'e': 0.5611680535493414}",25,15,-57.446602800727796,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
976,False,"{'a': 0.45, 'e': 0.5603400712151211}",20,0,-64.64158429768187,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
977,False,"{'a': 0.45, 'e': 0.5595115285408763}",25,0,-70.4029836548564,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
978,False,"{'a': 0.45, 'e': 0.5586824263551494}",20,0,-2.998177594382944,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
979,False,"{'a': 0.45, 'e': 0.5578527654870429}",30,3,-38.71551906397511,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 1}",1
980,False,"{'a': 0.45, 'e': 0.5570225467662173}",25,8,-15.214760777210902,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
981,False,"{'a': 0.45, 'e': 0.5561917710228914}",35,9,-132.90774792046193,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 3}",1
982,False,"{'a': 0.45, 'e': 0.5553604390878408}",30,8,-13.364838755954079,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
983,False,"{'a': 0.45, 'e': 0.5545285517923974}",25,0,-54.118058830472805,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
984,False,"{'a': 0.45, 'e': 0.5536961099684484}",25,10,-52.636627040502525,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
985,False,"{'a': 0.45, 'e': 0.5528631144484356}",20,0,-14.50650916623933,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
986,False,"{'a': 0.45, 'e': 0.5520295660653544}",25,17,14.992794194509758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.45, 'e': 0.5511954656527531}",20,0,-19.489799831082145,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
988,False,"{'a': 0.45, 'e': 0.5503608140447321}",20,6,3.8010983945891548,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.45, 'e': 0.549525612075943}",25,20,10.186114065235419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.45, 'e': 0.5486898605815875}",25,0,-55.593451775784615,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
991,False,"{'a': 0.45, 'e': 0.5478535603974173}",30,16,-14.07055979969166,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
992,False,"{'a': 0.45, 'e': 0.5470167123597323}",25,0,-113.7317502204688,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
993,False,"{'a': 0.45, 'e': 0.5461793173053804}",25,0,-12.561502553366658,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
994,False,"{'a': 0.45, 'e': 0.5453413760717568}",30,0,-139.15220782623476,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 4}",0
995,False,"{'a': 0.45, 'e': 0.5445028894968026}",20,0,-66.79024033730619,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
996,False,"{'a': 0.45, 'e': 0.5436638584190042}",20,0,6.492069348424701,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
997,False,"{'a': 0.45, 'e': 0.5428242836773928}",30,22,11.2013704764203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.45, 'e': 0.5419841661115429}",25,9,-32.82744305158887,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
999,False,"{'a': 0.45, 'e': 0.5411435065615721}",25,11,3.6962356227019404,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1000,False,"{'a': 0.45, 'e': 0.5403023058681397}",20,13,-28.22771708303842,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
1001,False,"{'a': 0.45, 'e': 0.5394605648724464}",20,0,-16.006443016010678,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1002,False,"{'a': 0.45, 'e': 0.5386182844162335}",25,12,15.717471956256505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.45, 'e': 0.5377754653417808}",20,0,-22.16672124163187,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1004,False,"{'a': 0.45, 'e': 0.5369321084919078}",25,7,10.404795812389546,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.45, 'e': 0.5360882147099707}",25,0,-52.88368654790361,"{0: 15, 1: 7, 2: 2, 3: 1, 4: 0}",0
1006,False,"{'a': 0.45, 'e': 0.5352437848398639}",25,14,-17.708216386754437,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1007,False,"{'a': 0.45, 'e': 0.5343988197260167}",20,15,-4.389957756788823,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.45, 'e': 0.5335533202133944}",25,10,-37.70192756401845,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1009,False,"{'a': 0.45, 'e': 0.5327072871474963}",25,13,-1.1356099613698154,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.45, 'e': 0.5318607213743555}",25,14,-37.77329454432783,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
1011,False,"{'a': 0.45, 'e': 0.5310136237405374}",25,0,-53.83528473141497,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1012,False,"{'a': 0.45, 'e': 0.5301659950931401}",20,11,-27.63282845620179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1013,False,"{'a': 0.45, 'e': 0.5293178362797918}",35,22,-8.215276871108227,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
