trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
416,False,"{'a': 0.45, 'e': 0.9147126730733223}",25,0,-242.6907194290227,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
417,False,"{'a': 0.45, 'e': 0.914308110939416}",30,0,-237.99171254499814,"{0: 14, 1: 3, 2: 8, 3: 2, 4: 3}",0
418,False,"{'a': 0.45, 'e': 0.913902634497475}",20,0,-78.0668282967284,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
419,False,"{'a': 0.45, 'e': 0.9134962441529757}",20,0,-150.09859206650214,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
420,False,"{'a': 0.45, 'e': 0.9130889403123083}",25,0,-98.46577926575303,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
421,False,"{'a': 0.45, 'e': 0.9126807233827767}",30,0,-205.08014432509458,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
422,False,"{'a': 0.45, 'e': 0.9122715937725977}",25,0,-134.7900847866758,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
423,False,"{'a': 0.45, 'e': 0.911861551890901}",30,20,-6.708384333398954,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.45, 'e': 0.9114505981477284}",20,0,-54.57883956823256,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
425,False,"{'a': 0.45, 'e': 0.9110387329540337}",20,0,-78.25322953586586,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
426,False,"{'a': 0.45, 'e': 0.9106259567216819}",20,9,-78.08754121226582,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
427,False,"{'a': 0.45, 'e': 0.9102122698634492}",20,0,-80.68252788671451,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
428,False,"{'a': 0.45, 'e': 0.9097976727930226}",30,0,-30.209832351458783,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
429,False,"{'a': 0.45, 'e': 0.9093821659249989}",20,0,-14.253800562692838,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
430,False,"{'a': 0.45, 'e': 0.9089657496748851}",20,0,-106.04443806019228,"{0: 11, 1: 3, 2: 2, 3: 4, 4: 0}",0
431,False,"{'a': 0.45, 'e': 0.9085484244590974}",30,0,-349.66287192903695,"{0: 11, 1: 0, 2: 12, 3: 2, 4: 5}",0
432,False,"{'a': 0.45, 'e': 0.9081301906949609}",20,0,-126.04723753069946,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
433,False,"{'a': 0.45, 'e': 0.9077110488007095}",20,0,-188.6697616212417,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
434,False,"{'a': 0.45, 'e': 0.9072909991954848}",30,0,-131.1693491139642,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
435,False,"{'a': 0.45, 'e': 0.9068700422993367}",25,0,-65.43778080182425,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
436,False,"{'a': 0.45, 'e': 0.9064481785332217}",25,0,-46.55803934629411,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
437,False,"{'a': 0.45, 'e': 0.9060254083190037}",20,0,-78.17009641287825,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
438,False,"{'a': 0.45, 'e': 0.9056017320794529}",20,0,-53.46696031580716,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
439,False,"{'a': 0.45, 'e': 0.9051771502382456}",25,3,-46.997579784819365,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 0}",1
440,False,"{'a': 0.45, 'e': 0.9047516632199634}",25,0,-155.62670548679412,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
441,False,"{'a': 0.45, 'e': 0.9043252714500934}",30,15,-8.711761344303838,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.45, 'e': 0.9038979753550274}",20,0,-120.63531543595951,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
443,False,"{'a': 0.45, 'e': 0.9034697753620612}",25,0,-103.78387073579012,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
444,False,"{'a': 0.45, 'e': 0.903040671899395}",25,0,-60.039729988600904,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
445,False,"{'a': 0.45, 'e': 0.9026106653961321}",20,9,-47.63885410761966,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
446,False,"{'a': 0.45, 'e': 0.9021797562822791}",20,14,-25.8289648034608,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
447,False,"{'a': 0.45, 'e': 0.901747944988745}",20,0,-80.21452072418546,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
448,False,"{'a': 0.45, 'e': 0.9013152319473411}",20,0,-82.08643186621035,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
449,False,"{'a': 0.45, 'e': 0.9008816175907802}",25,0,-91.89495301863771,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
450,False,"{'a': 0.45, 'e': 0.9004471023526769}",20,0,-73.25706301286236,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
451,False,"{'a': 0.45, 'e': 0.9000116866675463}",20,3,-93.61039207667143,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
452,False,"{'a': 0.45, 'e': 0.899575370970804}",20,0,-121.19598642946906,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
453,False,"{'a': 0.45, 'e': 0.8991381556987657}",20,0,-116.08636362544783,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
454,False,"{'a': 0.45, 'e': 0.8987000412886466}",20,0,-135.22255557275207,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
455,False,"{'a': 0.45, 'e': 0.8982610281785611}",35,0,-92.34002791127955,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
456,False,"{'a': 0.45, 'e': 0.8978211168075223}",30,0,-115.89147425396506,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
457,False,"{'a': 0.45, 'e': 0.8973803076154415}",25,3,-111.38390720614379,"{0: 14, 1: 1, 2: 3, 3: 3, 4: 1}",1
458,False,"{'a': 0.45, 'e': 0.896938601043128}",20,0,-136.9542749228262,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
459,False,"{'a': 0.45, 'e': 0.896495997532288}",20,0,-91.24849018795997,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
460,False,"{'a': 0.45, 'e': 0.8960524975255252}",20,10,-51.52153591330682,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 0}",1
461,False,"{'a': 0.45, 'e': 0.8956081014663396}",25,0,-84.80530229516424,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
462,False,"{'a': 0.45, 'e': 0.8951628097991272}",30,0,-162.34244866414483,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
463,False,"{'a': 0.45, 'e': 0.8947166229691795}",35,0,-202.91604056934133,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
464,False,"{'a': 0.45, 'e': 0.8942695414226836}",30,0,-215.59317575659946,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
465,False,"{'a': 0.45, 'e': 0.8938215656067205}",25,0,-135.0918551419097,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
466,False,"{'a': 0.45, 'e': 0.8933726959692665}",20,0,-83.6208297051408,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
467,False,"{'a': 0.45, 'e': 0.8929229329591909}",20,0,-113.00787327440611,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
468,False,"{'a': 0.45, 'e': 0.8924722770262568}",20,0,-88.52973666368979,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
469,False,"{'a': 0.45, 'e': 0.89202072862112}",20,0,-253.98821215795934,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 5}",0
470,False,"{'a': 0.45, 'e': 0.891568288195329}",30,0,-143.52616513049418,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
471,False,"{'a': 0.45, 'e': 0.891114956201324}",25,0,-28.341841446670664,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
472,False,"{'a': 0.45, 'e': 0.890660733092437}",20,4,-20.293508967122804,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.45, 'e': 0.8902056193228912}",20,1,-154.76610835134832,"{0: 9, 1: 5, 2: 2, 3: 0, 4: 3}",1
474,False,"{'a': 0.45, 'e': 0.8897496153478003}",20,0,-70.83724362988158,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
475,False,"{'a': 0.45, 'e': 0.8892927216231682}",20,11,-17.426314697685733,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
476,False,"{'a': 0.45, 'e': 0.8888349386058886}",20,5,-105.43755655778503,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 2}",1
477,False,"{'a': 0.45, 'e': 0.8883762667537444}",20,0,-137.86190365688842,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
478,False,"{'a': 0.45, 'e': 0.8879167065254074}",30,0,-116.70172244181457,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
479,False,"{'a': 0.45, 'e': 0.8874562583804381}",25,0,-117.53582780932744,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
480,False,"{'a': 0.45, 'e': 0.8869949227792842}",30,0,-112.92734835478609,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
481,False,"{'a': 0.45, 'e': 0.8865327001832815}",25,5,-66.00440111975097,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
482,False,"{'a': 0.45, 'e': 0.8860695910546524}",20,0,-41.76826891135333,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
483,False,"{'a': 0.45, 'e': 0.8856055958565062}",35,14,-142.19819431124637,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 3}",1
484,False,"{'a': 0.45, 'e': 0.8851407150528379}",35,0,-154.91722548416985,"{0: 23, 1: 1, 2: 8, 3: 1, 4: 2}",0
485,False,"{'a': 0.45, 'e': 0.8846749491085283}",20,0,-88.16873585647109,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
486,False,"{'a': 0.45, 'e': 0.8842082984893433}",35,0,-243.56485929033101,"{0: 20, 1: 2, 2: 8, 3: 1, 4: 4}",0
487,False,"{'a': 0.45, 'e': 0.8837407636619335}",25,0,-83.17330469487032,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
488,False,"{'a': 0.45, 'e': 0.8832723450938338}",25,0,-148.5110621649049,"{0: 14, 1: 3, 2: 3, 3: 4, 4: 1}",0
489,False,"{'a': 0.45, 'e': 0.8828030432534625}",25,0,-83.05520908781334,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
490,False,"{'a': 0.45, 'e': 0.8823328586101215}",25,0,-155.61508902729554,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
491,False,"{'a': 0.45, 'e': 0.8818617916339955}",25,0,-60.25404129250992,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
492,False,"{'a': 0.45, 'e': 0.8813898427961513}",30,0,-148.16796345613767,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
493,False,"{'a': 0.45, 'e': 0.8809170125685377}",25,0,-72.96668870042689,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
494,False,"{'a': 0.45, 'e': 0.880443301423985}",20,0,-73.13779125996022,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
495,False,"{'a': 0.45, 'e': 0.8799687098362042}",30,0,-129.24706498385035,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
496,False,"{'a': 0.45, 'e': 0.879493238279787}",20,0,-119.64586070032783,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
497,False,"{'a': 0.45, 'e': 0.8790168872302047}",20,0,-92.34736241662213,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
498,False,"{'a': 0.45, 'e': 0.8785396571638084}",25,0,-45.96447539123914,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
499,False,"{'a': 0.45, 'e': 0.8780615485578283}",35,0,-193.7030721156123,"{0: 20, 1: 2, 2: 9, 3: 2, 4: 2}",0
500,False,"{'a': 0.45, 'e': 0.8775825618903728}",20,13,-26.766630134796227,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
501,False,"{'a': 0.45, 'e': 0.8771026976404284}",25,0,-130.3738861238584,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
502,False,"{'a': 0.45, 'e': 0.8766219562878595}",20,0,-120.38937400252372,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
503,False,"{'a': 0.45, 'e': 0.8761403383134074}",25,0,-80.0682078677547,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
504,False,"{'a': 0.45, 'e': 0.87565784419869}",35,0,-123.53575415030578,"{0: 25, 1: 2, 2: 4, 3: 3, 4: 1}",0
505,False,"{'a': 0.45, 'e': 0.8751744744262013}",20,0,-74.33983027960566,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
506,False,"{'a': 0.45, 'e': 0.8746902294793112}",20,0,-80.53354503189458,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
507,False,"{'a': 0.45, 'e': 0.8742051098422644}",20,0,-101.28267510522295,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
508,False,"{'a': 0.45, 'e': 0.8737191160001807}",25,0,-83.53367866675015,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
509,False,"{'a': 0.45, 'e': 0.8732322484390539}",25,0,-131.48719514639777,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
510,False,"{'a': 0.45, 'e': 0.8727445076457513}",20,7,-31.098583909673476,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
511,False,"{'a': 0.45, 'e': 0.8722558941080137}",20,0,-75.65412629615808,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
512,False,"{'a': 0.45, 'e': 0.8717664083144548}",20,12,1.411308758066725,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.45, 'e': 0.8712760507545603}",25,0,-45.03737195967394,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
514,False,"{'a': 0.45, 'e': 0.8707848219186876}",20,0,-63.07644140263503,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
515,False,"{'a': 0.45, 'e': 0.8702927222980654}",25,0,-78.09732273726306,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
516,False,"{'a': 0.45, 'e': 0.8697997523847936}",30,0,-158.64810219148623,"{0: 17, 1: 1, 2: 9, 3: 2, 4: 1}",0
517,False,"{'a': 0.45, 'e': 0.8693059126718419}",30,0,-227.76392807597577,"{0: 16, 1: 5, 2: 4, 3: 1, 4: 4}",0
518,False,"{'a': 0.45, 'e': 0.8688112036530499}",20,0,-63.031275832388374,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
519,False,"{'a': 0.45, 'e': 0.8683156258231266}",30,0,-141.23240258336114,"{0: 16, 1: 2, 2: 9, 3: 3, 4: 0}",0
520,False,"{'a': 0.45, 'e': 0.8678191796776499}",25,8,-98.24410142659328,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
521,False,"{'a': 0.45, 'e': 0.8673218657130658}",20,0,-152.98547999659894,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
522,False,"{'a': 0.45, 'e': 0.8668236844266883}",35,0,-168.85031128216895,"{0: 20, 1: 3, 2: 10, 3: 0, 4: 2}",0
523,False,"{'a': 0.45, 'e': 0.8663246363166986}",25,0,-65.31306546188783,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
524,False,"{'a': 0.45, 'e': 0.8658247218821448}",30,0,-118.53002303103541,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
525,False,"{'a': 0.45, 'e': 0.8653239416229412}",20,0,0.6946619274710406,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
526,False,"{'a': 0.45, 'e': 0.8648222960398683}",30,20,-29.009467159598074,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
527,False,"{'a': 0.45, 'e': 0.8643197856345712}",30,0,-216.89670239921097,"{0: 16, 1: 1, 2: 9, 3: 1, 4: 3}",0
528,False,"{'a': 0.45, 'e': 0.8638164109095605}",20,8,-18.96292867716837,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
529,False,"{'a': 0.45, 'e': 0.863312172368211}",25,0,-98.35186935906768,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
530,False,"{'a': 0.45, 'e': 0.862807070514761}",25,10,-129.23642345568075,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 2}",1
531,False,"{'a': 0.45, 'e': 0.8623011058543124}",20,0,-53.31373162836995,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
532,False,"{'a': 0.45, 'e': 0.8617942788928298}",25,2,-141.43746038615672,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 2}",1
533,False,"{'a': 0.45, 'e': 0.8612865901371402}",20,0,-134.58327704179447,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
534,False,"{'a': 0.45, 'e': 0.8607780400949321}",30,0,-133.4026778830674,"{0: 20, 1: 2, 2: 3, 3: 4, 4: 1}",0
535,False,"{'a': 0.45, 'e': 0.8602686292747557}",35,0,-116.70607940882671,"{0: 22, 1: 6, 2: 5, 3: 1, 4: 1}",0
536,False,"{'a': 0.45, 'e': 0.8597583581860216}",25,3,-155.67733103042298,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 3}",1
537,False,"{'a': 0.45, 'e': 0.8592472273390012}",25,0,-83.02842655106849,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
538,False,"{'a': 0.45, 'e': 0.8587352372448249}",20,0,-64.23795412580553,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
539,False,"{'a': 0.45, 'e': 0.8582223884154829}",30,0,-185.25944472459508,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
540,False,"{'a': 0.45, 'e': 0.8577086813638242}",30,0,-100.34625726043585,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
541,False,"{'a': 0.45, 'e': 0.8571941166035554}",30,0,-176.40801663614056,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
542,False,"{'a': 0.45, 'e': 0.8566786946492415}",30,0,-137.46576287384605,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
543,False,"{'a': 0.45, 'e': 0.8561624160163044}",30,0,-89.75196475838325,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
544,False,"{'a': 0.45, 'e': 0.8556452812210225}",25,0,-92.8137205111986,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
545,False,"{'a': 0.45, 'e': 0.8551272907805307}",20,0,-54.867551872256854,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
546,False,"{'a': 0.45, 'e': 0.8546084452128195}",25,0,-149.45882042842393,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
547,False,"{'a': 0.45, 'e': 0.8540887450367343}",25,0,-102.8767294388985,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
548,False,"{'a': 0.45, 'e': 0.8535681907719751}",20,0,-104.54865801836532,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
549,False,"{'a': 0.45, 'e': 0.8530467829390963}",30,0,-119.36688319649862,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
550,False,"{'a': 0.45, 'e': 0.8525245220595057}",20,0,-112.23284324895545,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
551,False,"{'a': 0.45, 'e': 0.852001408655464}",20,0,-111.30363487552653,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
552,False,"{'a': 0.45, 'e': 0.8514774432500848}",20,5,8.265025857203279,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.45, 'e': 0.8509526263673333}",30,0,-57.05803782295472,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
554,False,"{'a': 0.45, 'e': 0.8504269585320262}",20,0,-94.99583675967618,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
555,False,"{'a': 0.45, 'e': 0.8499004402698315}",30,0,-107.15149139201421,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
556,False,"{'a': 0.45, 'e': 0.8493730721072673}",25,0,-119.8784881576801,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
557,False,"{'a': 0.45, 'e': 0.8488448545717019}",20,8,-14.619316809062418,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
558,False,"{'a': 0.45, 'e': 0.8483157881913526}",30,0,-225.2619031313199,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
559,False,"{'a': 0.45, 'e': 0.8477858734952858}",20,14,10.662412423600173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.45, 'e': 0.8472551110134161}",25,0,-95.60511381506913,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
561,False,"{'a': 0.45, 'e': 0.846723501276506}",20,0,-56.93640979402742,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
562,False,"{'a': 0.45, 'e': 0.8461910448161652}",25,5,-115.9138439333097,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
563,False,"{'a': 0.45, 'e': 0.8456577421648502}",20,0,-23.77064226716253,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
564,False,"{'a': 0.45, 'e': 0.8451235938558634}",20,0,-29.892588265403333,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
565,False,"{'a': 0.45, 'e': 0.8445886004233532}",25,0,-187.23004616715565,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
566,False,"{'a': 0.45, 'e': 0.844052762402313}",20,3,-101.69510482753144,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 1}",1
567,False,"{'a': 0.45, 'e': 0.8435160803285807}",20,7,-13.2504985669062,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
568,False,"{'a': 0.45, 'e': 0.8429785547388383}",20,10,-61.74261747487532,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
569,False,"{'a': 0.45, 'e': 0.8424401861706114}",25,0,-54.486381577678486,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
570,False,"{'a': 0.45, 'e': 0.8419009751622687}",20,0,-131.7852434124498,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
571,False,"{'a': 0.45, 'e': 0.841360922253021}",30,0,-60.79821792580535,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
572,False,"{'a': 0.45, 'e': 0.840820027982921}",25,0,-102.38613222978883,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
573,False,"{'a': 0.45, 'e': 0.8402782928928632}",25,0,-170.84645416031134,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
574,False,"{'a': 0.45, 'e': 0.8397357175245824}",20,0,-130.93603348075695,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
575,False,"{'a': 0.45, 'e': 0.8391923024206541}",20,0,-41.83066357145813,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
576,False,"{'a': 0.45, 'e': 0.8386480481244933}",20,0,-86.81038955960989,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
577,False,"{'a': 0.45, 'e': 0.8381029551803544}",25,2,-44.13170305224905,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
578,False,"{'a': 0.45, 'e': 0.8375570241333301}",25,0,-95.35907580370336,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
579,False,"{'a': 0.45, 'e': 0.8370102555293514}",25,0,-59.3427405867769,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
580,False,"{'a': 0.45, 'e': 0.8364626499151869}",25,0,-96.12150326307396,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
581,False,"{'a': 0.45, 'e': 0.8359142078384423}",30,0,-120.59832915718845,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
582,False,"{'a': 0.45, 'e': 0.8353649298475595}",20,9,-53.71318153609559,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
583,False,"{'a': 0.45, 'e': 0.8348148164918164}",30,0,-134.62745259168716,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
584,False,"{'a': 0.45, 'e': 0.8342638683213264}",20,0,-182.56029192955805,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
585,False,"{'a': 0.45, 'e': 0.8337120858870376}",30,0,-219.98892008539954,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
586,False,"{'a': 0.45, 'e': 0.8331594697407324}",20,0,-61.85429204462937,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
587,False,"{'a': 0.45, 'e': 0.8326060204350269}",25,0,-67.17830898440002,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
588,False,"{'a': 0.45, 'e': 0.8320517385233703}",30,0,-100.70082326492748,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
589,False,"{'a': 0.45, 'e': 0.8314966245600446}",20,0,-51.30020520153957,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
590,False,"{'a': 0.45, 'e': 0.8309406791001636}",30,0,-107.20869684738607,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
591,False,"{'a': 0.45, 'e': 0.8303839026996727}",25,0,-33.75565213176524,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
592,False,"{'a': 0.45, 'e': 0.8298262959153483}",20,0,-43.05778182968133,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
593,False,"{'a': 0.45, 'e': 0.8292678593047971}",30,16,4.953596555514979,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.45, 'e': 0.8287085934264558}",25,0,-173.00483903159034,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
595,False,"{'a': 0.45, 'e': 0.8281484988395901}",25,0,-81.56271797113081,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
596,False,"{'a': 0.45, 'e': 0.8275875761042946}",30,0,-46.54241376828308,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
597,False,"{'a': 0.45, 'e': 0.8270258257814919}",20,0,-63.47527072526122,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
598,False,"{'a': 0.45, 'e': 0.8264632484329323}",20,10,-13.800529544963505,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
599,False,"{'a': 0.45, 'e': 0.8258998446211931}",35,0,-99.5815457387172,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
